lead_time,total_nights,adults,children,babies,adr,room_price_total,total_of_special_requests,stays_in_week_nights,stays_in_weekend_nights,is_canceled,deposit_type,customer_type,market_segment
-0.22864404136778893,-1.6971978885135197,0.0,0.0,0.0,-2.3862723749973003,-1.3627261758552363,-0.8436511637500258,-1.5964460193689718,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Direct
-0.22864404136778893,-1.6971978885135197,0.0,0.0,0.0,-2.3862723749973003,-1.3627261758552363,-0.8436511637500258,-1.5964460193689718,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Direct
-0.9174780783478855,-1.1913864759469566,0.0,0.0,0.0,-0.5876672629124267,-1.056498130289974,-0.8436511637500258,-0.921742354142507,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Direct
-0.8190732159221574,-1.1913864759469566,0.0,0.0,0.0,-0.5876672629124267,-1.056498130289974,-0.8436511637500258,-0.921742354142507,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Corporate
-0.8026724055178694,-0.6855750633803935,0.0,0.0,0.0,-0.0360950285397321,-0.5624502167780179,0.5568238738096292,-0.24703868891604228,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
-1.0322837511779017,-0.6855750633803935,0.0,0.0,0.0,0.17973758491045272,-0.48895548584235493,-0.8436511637500258,-0.24703868891604228,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Direct
-0.8846764575393096,-0.6855750633803935,0.0,0.0,0.0,0.0838119789325928,-0.8370346976348695,0.5568238738096292,-0.24703868891604228,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Direct
0.36178513318657957,-0.1797636508138304,0.0,0.0,0.0,-0.4197974524511718,-0.35829818640117644,0.5568238738096292,0.42766497631042255,-1.01580017710472,1.6238164572327398,No Deposit,Transient,Online TA
0.19777702914369943,-0.1797636508138304,0.0,0.0,0.0,0.14376548266875525,-0.3347743047191177,-0.8436511637500258,0.42766497631042255,-1.01580017710472,1.6238164572327398,No Deposit,Transient,Offline TA/TO
-0.6550651118792773,0.32604776175273276,0.0,0.0,0.0,0.5634400088218924,0.6461298030528835,-0.8436511637500258,1.1023686415368874,-1.01580017710472,1.6238164572327398,No Deposit,Transient,Online TA
-0.45825538702782115,0.32604776175273276,0.0,0.0,0.0,1.091030841700122,0.5210402862583462,-0.8436511637500258,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
0.08297135631368334,0.32604776175273276,0.0,0.0,0.0,-0.06007643003419708,0.22149357986905335,-0.8436511637500258,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
-0.7370691639007174,0.32604776175273276,0.0,0.0,0.0,1.3253291343010452,0.6479671713262751,0.5568238738096292,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
-0.42545376621924513,0.32604776175273276,0.0,0.0,0.0,-0.11499383945652203,0.18409292790401585,-0.8436511637500258,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
0.08297135631368334,0.32604776175273276,0.0,0.0,0.0,-0.06007643003419708,0.22149357986905335,-0.8436511637500258,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
-0.42545376621924513,0.32604776175273276,0.0,0.0,0.0,-0.04808572928696459,0.22965966108412697,-0.8436511637500258,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Contract,Offline TA/TO
-0.8354740263264455,-1.1913864759469566,0.0,0.0,0.0,-0.2711127631854888,-1.002601994270488,-0.8436511637500258,-0.921742354142507,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Online TA
-1.0322837511779017,-1.1913864759469566,0.0,0.0,0.0,0.18980977353812806,-0.92412595379363,-0.8436511637500258,-0.921742354142507,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Corporate
-0.9174780783478855,0.32604776175273276,0.0,0.0,0.0,1.2828820536558418,1.1360946759573034,0.5568238738096292,1.1023686415368874,-1.01580017710472,-0.6158331476108885,No Deposit,Transient,Direct
-0.42545376621924513,0.8318591743192959,0.0,0.0,0.0,-0.05312182360080209,0.6234689276810543,0.5568238738096292,1.1023686415368874,0.011035813149232682,-0.6158331476108885,No Deposit,Transient,Online TA
0.14857459793083538,1.337670586885859,0.0,0.0,0.0,-0.3557671104609502,0.7115401135856237,0.5568238738096292,1.1023686415368874,1.037871803403185,-0.6158331476108885,No Deposit,Transient,Direct
0.14857459793083538,1.337670586885859,0.0,0.0,0.0,0.0039539119560244584,1.0790137682639382,0.5568238738096292,1.1023686415368874,1.037871803403185,-0.6158331476108885,No Deposit,Transient,Direct
1.0506191701666763,1.843481999452422,0.0,0.0,0.0,-0.10923830309785022,0.795972753530613,0.5568238738096292,1.7770723067633523,1.037871803403185,-0.6158331476108885,No Deposit,Contract,Offline TA/TO
